diplacus,CA-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
diplacus aridus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus aurantiacus,CA-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
diplacus aurantiacus ssp. aurantiacus,CA-OR,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
diplacus aurantiacus ssp. australis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus calycinus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus clevelandii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus fasciculatus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus grandiflorus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus linearis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus lompocensis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus longiflorus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus parviflorus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus puniceus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplacus rutilus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium,AL-AR-CT-DE-DC-FL-GA-HI-IL-IN-IA-KS-KY-LA-MD-MA-MI-MN-MS-MO-NH-NJ-NY-NC-OH-PA-SC-TN-VT-VA-WV-WI-PR-ON-QC,AL,,,AR,,,CT,DE,DC,FL,GA,HI,,IL,IN,IA,KS,KY,LA,,MD,MA,MI,MN,MS,MO,,,,NH,NJ,,NY,NC,,OH,,,PA,,SC,,TN,,,VT,VA,,WV,WI,
diplazium centripetale,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium cristatum,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium esculentum,FL-HI,AL,,,,,,,,,FL,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium expansum,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium grandifolium,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium hymenodes,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium lherminieri,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium lonchophyllum,LA,AL,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium meyenianum,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium molokaiense,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium plantaginifolium,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium pycnocarpon,AL-AR-CT-DE-DC-GA-IL-IN-IA-KS-KY-LA-MD-MA-MI-MN-MS-MO-NH-NJ-NY-NC-OH-PA-SC-TN-VT-VA-WV-WI-ON-QC,AL,,,AR,,,CT,DE,DC,,GA,,,IL,IN,IA,KS,KY,LA,,MD,MA,MI,MN,MS,MO,,,,NH,NJ,,NY,NC,,OH,,,PA,,SC,,TN,,,VT,VA,,WV,WI,
diplazium riedelianum,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium sandwichianum,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium striatum,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplazium unilobum,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplopterygium,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplopterygium pinnatum,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplotaxis,AL-AZ-AR-CA-CO-CT-DE-DC-FL-ID-IL-IN-IA-KS-LA-ME-MD-MA-MI-MN-MT-NE-NJ-NM-NY-OH-OR-PA-SC-SD-TX-UT-VA-WI-AB-BC-MB-NB-NS-ON-PE-QC-SK,AL,,AZ,AR,CA,CO,CT,DE,DC,FL,,,ID,IL,IN,IA,KS,,LA,ME,MD,MA,MI,MN,,,MT,NE,,,NJ,NM,NY,,,OH,,OR,PA,,SC,SD,,TX,UT,,VA,,,WI,
diplotaxis erucoides,NJ-NY-QC,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ,,NY,,,,,,,,,,,,,,,,,,
diplotaxis muralis,AL-AZ-AR-CA-CO-CT-DC-FL-IL-IN-IA-KS-LA-ME-MA-MI-MN-MT-NE-NJ-NM-NY-OH-OR-PA-SC-SD-TX-UT-VA-WI-AB-MB-NB-NS-ON-PE-QC-SK,AL,,AZ,AR,CA,CO,CT,,DC,FL,,,,IL,IN,IA,KS,,LA,ME,,MA,MI,MN,,,MT,NE,,,NJ,NM,NY,,,OH,,OR,PA,,SC,SD,,TX,UT,,VA,,,WI,
diplotaxis siifolia,MD,AL,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplotaxis tenuifolia,AL-AZ-CA-CT-DE-FL-ID-IL-IN-ME-MD-MA-MI-NJ-NM-NY-OH-OR-PA-TX-VA-BC-NB-NS-ON-QC,AL,,AZ,,CA,,CT,DE,,FL,,,ID,IL,IN,,,,,ME,MD,MA,MI,,,,,,,,NJ,NM,NY,,,OH,,OR,PA,,,,,TX,,,VA,,,,
dipogon,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipogon lignosus,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipsacus,AL-AZ-AR-CA-CO-CT-DE-DC-ID-IL-IN-IA-KS-KY-MD-MA-MI-MN-MS-MO-MT-NE-NV-NH-NJ-NM-NY-NC-OH-OK-OR-PA-RI-SD-TN-TX-UT-VT-VA-WA-WV-WI-WY-BC-ON-QC,AL,,AZ,AR,CA,CO,CT,DE,DC,,,,ID,IL,IN,IA,KS,KY,,,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,,OH,OK,OR,PA,RI,,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
dipsacus fullonum,AL-AZ-AR-CA-CO-CT-DE-DC-ID-IL-IN-IA-KS-KY-MD-MA-MI-MS-MO-MT-NE-NV-NH-NJ-NM-NY-NC-OH-OK-OR-PA-RI-SD-TN-TX-UT-VT-VA-WA-WV-WI-WY-BC-ON-QC,AL,,AZ,AR,CA,CO,CT,DE,DC,,,,ID,IL,IN,IA,KS,KY,,,MD,MA,MI,,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,,OH,OK,OR,PA,RI,,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
dipsacus laciniatus,CO-IL-IN-IA-KS-KY-MD-MA-MI-MN-MO-NE-NJ-NY-OH-OR-PA-VA-WV-WI-ON,AL,,,,,CO,,,,,,,,IL,IN,IA,KS,KY,,,MD,MA,MI,MN,,MO,,NE,,,NJ,,NY,,,OH,,OR,PA,,,,,,,,VA,,WV,WI,
dipsacus sativus,CA-NY-OH-OR-PA-VA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY,,,OH,,OR,PA,,,,,,,,VA,,,,
dirca,AL-AR-CA-CT-DE-DC-FL-GA-IL-IN-IA-KS-KY-LA-ME-MD-MA-MI-MN-MS-MO-NH-NJ-NY-NC-ND-OH-OK-PA-SC-TN-VT-VA-WV-WI-NB-NS-ON-QC,AL,,,AR,CA,,CT,DE,DC,FL,GA,,,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,,,,NH,NJ,,NY,NC,ND,OH,OK,,PA,,SC,,TN,,,VT,VA,,WV,WI,
dirca occidentalis,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirca palustris,AL-AR-CT-DE-DC-FL-GA-IL-IN-IA-KS-KY-LA-ME-MD-MA-MI-MN-MS-MO-NH-NJ-NY-NC-ND-OH-OK-PA-SC-TN-VT-VA-WV-WI-NB-NS-ON-QC,AL,,,AR,,,CT,DE,DC,FL,GA,,,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,,,,NH,NJ,,NY,NC,ND,OH,OK,,PA,,SC,,TN,,,VT,VA,,WV,WI,
dissanthelium,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissanthelium californicum,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissochondrus,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissochondrus biflorus,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissotis,HI-PR,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissotis rotundifolia,HI-PR,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distichlis,AL-AZ-CA-CO-CT-DE-FL-GA-HI-ID-IL-IA-KS-LA-ME-MD-MA-MN-MS-MO-MT-NE-NV-NH-NJ-NM-NY-NC-ND-OH-OK-OR-PA-RI-SC-SD-TX-UT-VA-WA-WI-WY-AB-BC-MB-NB-NT-NS-ON-PE-SK,AL,,AZ,,CA,CO,CT,DE,,FL,GA,HI,ID,IL,,IA,KS,,LA,ME,MD,MA,,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,,TX,UT,,VA,WA,,WI,WY
distichlis spicata,AL-AZ-CA-CO-CT-DE-FL-GA-HI-ID-IL-IA-KS-LA-ME-MD-MA-MN-MS-MO-MT-NE-NV-NH-NJ-NM-NY-NC-ND-OH-OK-OR-PA-RI-SC-SD-TX-UT-VA-WA-WI-WY-AB-BC-MB-NB-NT-NS-ON-PE-SK,AL,,AZ,,CA,CO,CT,DE,,FL,GA,HI,ID,IL,,IA,KS,,LA,ME,MD,MA,,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,,TX,UT,,VA,WA,,WI,WY
distictis,PR-VI,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distictis lactiflora,PR-VI,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dithyrea,AZ-CA-NV,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,,,,,,,,,,,,,,
dithyrea californica,AZ-CA-NV,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,,,,,,,,,,,,,,
dithyrea maritima,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ditrysinia,AL-AR-FL-GA-LA-MS-NC-SC-TX,AL,,,AR,,,,,,FL,GA,,,,,,,,LA,,,,,,MS,,,,,,,,,NC,,,,,,,SC,,,TX,,,,,,,
ditrysinia fruticosa,AL-AR-FL-GA-LA-MS-NC-SC-TX,AL,,,AR,,,,,,FL,GA,,,,,,,,LA,,,,,,MS,,,,,,,,,NC,,,,,,,SC,,,TX,,,,,,,
ditta,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ditta myricoides,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dittrichia,CA-CT-FL-NJ-NY-PA,AL,,,,CA,,CT,,,FL,,,,,,,,,,,,,,,,,,,,,NJ,,NY,,,,,,PA,,,,,,,,,,,,
dittrichia graveolens,CA-CT-NJ-NY,AL,,,,CA,,CT,,,,,,,,,,,,,,,,,,,,,,,,NJ,,NY,,,,,,,,,,,,,,,,,,
dittrichia viscosa,FL-NJ-PA,AL,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,NJ,,,,,,,,PA,,,,,,,,,,,,
dodecahema,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecahema leptoceras,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon,AL-AK-AZ-AR-CA-CO-DC-FL-GA-ID-IL-IN-IA-KS-KY-LA-MD-MI-MN-MS-MO-MT-NE-NV-NM-NY-NC-ND-OH-OK-OR-PA-SC-SD-TN-TX-UT-VA-WA-WV-WI-WY-AB-BC-MB-NT-SK-YT,AL,AK,AZ,AR,CA,CO,,,DC,FL,GA,,ID,IL,IN,IA,KS,KY,LA,,MD,,MI,MN,MS,MO,MT,NE,NV,,,NM,NY,NC,ND,OH,OK,OR,PA,,SC,SD,TN,TX,UT,,VA,WA,WV,WI,WY
dodecatheon alpinum,AZ-CA-NV-OR-UT,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,UT,,,,,,
dodecatheon alpinum ssp. alpinum,CA-NV-OR-UT,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,UT,,,,,,
dodecatheon alpinum ssp. majus,AZ-CA-NV-OR-UT,AL,,AZ,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,UT,,,,,,
dodecatheon amethystinum,IL-IA-MN-MO-PA-WV-WI,AL,,,,,,,,,,,,,IL,,IA,,,,,,,,MN,,MO,,,,,,,,,,,,,PA,,,,,,,,,,WV,WI,
dodecatheon austrofrigidum,OR-WA,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon clevelandii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon clevelandii ssp. clevelandii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon clevelandii ssp. insulare,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon clevelandii ssp. patulum,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon clevelandii ssp. sanctarum,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon conjugens,CA-ID-MT-NV-OR-WA-WY-AB-BC-SK,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,,,,,,,OR,,,,,,,,,,WA,,,WY
dodecatheon conjugens ssp. conjugens,CA-ID-MT-NV-OR-WA-WY-AB-BC-SK,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,NV,,,,,,,,,OR,,,,,,,,,,WA,,,WY
dodecatheon conjugens ssp. viscidum,ID-MT-OR-WA-AB-BC-SK,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon dentatum,AZ-ID-NM-OR-UT-WA-BC,AL,,AZ,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,NM,,,,,,OR,,,,,,,UT,,,WA,,,
dodecatheon dentatum ssp. dentatum,ID-OR-WA-BC,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon dentatum ssp. ellisiae,AZ-NM,AL,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM,,,,,,,,,,,,,,,,,,,
dodecatheon dentatum ssp. utahense,UT,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,
dodecatheon frenchii,AL-AR-IL-IN-KY-MO,AL,,,AR,,,,,,,,,,IL,IN,,,KY,,,,,,,,MO,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon frigidum,AK-BC-NT-YT,AL,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon hendersonii,CA-OR-WA-BC,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon hendersonii ssp. cruciatum,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon hendersonii ssp. hansenii,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon hendersonii ssp. hendersonii,CA-OR-WA-BC,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon hendersonii ssp. parvifolium,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon jeffreyi,AK-CA-ID-MT-OR-WA-WY-BC,AL,AK,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,,,,WA,,,WY
dodecatheon jeffreyi ssp. jeffreyi,AK-CA-ID-MT-OR-WA-WY-BC,AL,AK,,,CA,,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,,,,WA,,,WY
dodecatheon jeffreyi ssp. pygmaeum,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecatheon meadia,AL-AR-DC-FL-GA-IL-IN-IA-KS-KY-LA-MD-MI-MN-MS-MO-NY-NC-OH-OK-PA-SC-TN-TX-VA-WV-WI-MB,AL,,,AR,,,,,DC,FL,GA,,,IL,IN,IA,KS,KY,LA,,MD,,MI,MN,MS,MO,,,,,,,NY,NC,,OH,OK,,PA,,SC,,TN,TX,,,VA,,WV,WI,
dodecatheon meadia ssp. brachycarpum,AL-AR-IL-IA-MO-OK-TN-TX-VA,AL,,,AR,,,,,,,,,,IL,,IA,,,,,,,,,,MO,,,,,,,,,,,OK,,,,,,TN,TX,,,VA,,,,
dodecatheon meadia ssp. meadia,AL-AR-DC-FL-GA-IL-IN-IA-KS-KY-LA-MD-MI-MN-MS-MO-NY-NC-OH-OK-PA-SC-TN-TX-VA-WV-WI-MB,AL,,,AR,,,,,DC,FL,GA,,,IL,IN,IA,KS,KY,LA,,MD,,MI,MN,MS,MO,,,,,,,NY,NC,,OH,OK,,PA,,SC,,TN,TX,,,VA,,WV,WI,
dodecatheon poeticum,OR-WA,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon pulchellum,AK-AZ-CA-CO-ID-MT-NE-NV-NM-ND-OR-SD-UT-WA-WY-AB-BC-MB-NT-SK-YT,AL,AK,AZ,,CA,CO,,,,,,,ID,,,,,,,,,,,,,,MT,NE,NV,,,NM,,,ND,,,OR,,,,SD,,,UT,,,WA,,,WY
dodecatheon pulchellum ssp. cusickii,ID-MT-OR-WA-BC,AL,,,,,,,,,,,,ID,,,,,,,,,,,,,,MT,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon pulchellum ssp. macrocarpum,AK-OR-WA-BC,AL,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,WA,,,
dodecatheon pulchellum ssp. monanthum,CA-ID-NV-OR-UT-WA,AL,,,,CA,,,,,,,,ID,,,,,,,,,,,,,,,,NV,,,,,,,,,OR,,,,,,,UT,,,WA,,,
dodecatheon pulchellum ssp. pulchellum,AK-AZ-CA-CO-ID-MT-NE-NV-NM-ND-OR-SD-UT-WA-WY-AB-BC-MB-NT-SK-YT,AL,AK,AZ,,CA,CO,,,,,,,ID,,,,,,,,,,,,,,MT,NE,NV,,,NM,,,ND,,,OR,,,,SD,,,UT,,,WA,,,WY
dodecatheon redolens,CA-NV-UT,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,,,,,,,,UT,,,,,,
dodecatheon subalpinum,CA,AL,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodonaea,AZ-CA-FL-HI-PR-VI,AL,,AZ,,CA,,,,,FL,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodonaea viscosa,AZ-CA-FL-HI-PR-VI,AL,,AZ,,CA,,,,,FL,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doellingeria,AL-AR-CT-DE-DC-FL-GA-IL-IN-IA-KY-LA-ME-MD-MA-MI-MN-MS-MO-NE-NH-NJ-NY-NC-ND-OH-OK-PA-RI-SC-SD-TN-TX-VT-VA-WV-WI-AB-MB-NB-NF-NS-ON-PE-QC-SK-FRASPM,AL,,,AR,,,CT,DE,DC,FL,GA,,,IL,IN,IA,,KY,LA,ME,MD,MA,MI,MN,MS,MO,,NE,,NH,NJ,,NY,NC,ND,OH,OK,,PA,RI,SC,SD,TN,TX,,VT,VA,,WV,WI,
doellingeria infirma,AL-CT-DE-DC-FL-GA-KY-MD-MA-NJ-NY-NC-OH-PA-RI-SC-TN-VA-WV,AL,,,,,,CT,DE,DC,FL,GA,,,,,,,KY,,,MD,MA,,,,,,,,,NJ,,NY,NC,,OH,,,PA,RI,SC,,TN,,,,VA,,WV,,
doellingeria sericocarpoides,AL-AR-FL-GA-LA-MD-MS-NJ-NY-NC-OK-SC-TX,AL,,,AR,,,,,,FL,GA,,,,,,,,LA,,MD,,,,MS,,,,,,NJ,,NY,NC,,,OK,,,,SC,,,TX,,,,,,,
doellingeria umbellata,AL-CT-DE-DC-GA-IL-IN-IA-KY-ME-MD-MA-MI-MN-MS-MO-NE-NH-NJ-NY-NC-ND-OH-PA-RI-SC-SD-TN-VT-VA-WV-WI-AB-MB-NB-NF-NS-ON-PE-QC-SK-FRASPM,AL,,,,,,CT,DE,DC,,GA,,,IL,IN,IA,,KY,,ME,MD,MA,MI,MN,MS,MO,,NE,,NH,NJ,,NY,NC,ND,OH,,,PA,RI,SC,SD,TN,,,VT,VA,,WV,WI,
doellingeria umbellata var. pubens,IL-IA-MI-MN-MO-NE-ND-SD-WI-AB-MB-ON-QC-SK,AL,,,,,,,,,,,,,IL,,IA,,,,,,,MI,MN,,MO,,NE,,,,,,,ND,,,,,,,SD,,,,,,,,WI,
doellingeria umbellata var. umbellata,AL-CT-DE-DC-GA-IL-IN-IA-KY-ME-MD-MA-MI-MN-MS-NH-NJ-NY-NC-OH-PA-RI-SC-TN-VT-VA-WV-WI-NB-NF-NS-ON-PE-QC-FRASPM,AL,,,,,,CT,DE,DC,,GA,,,IL,IN,IA,,KY,,ME,MD,MA,MI,MN,MS,,,,,NH,NJ,,NY,NC,,OH,,,PA,RI,SC,,TN,,,VT,VA,,WV,WI,
doliocarpus,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doliocarpus major,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doliocarpus olivaceus,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domingoa,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domingoa haematochila,PR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doodia,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doodia kunthiana,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doodia lyonii,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopatrium,CA-HI-LA,AL,,,,CA,,,,,,,HI,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopatrium junceum,CA-HI-LA,AL,,,,CA,,,,,,,HI,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doronicum,MA-OR-BC,AL,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
doronicum pardalianches,MA-BC,AL,,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doronicum plantagineum,OR,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,
dorstenia,FL-PR,AL,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorstenia contrajerva,FL-PR,AL,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris,HI-PR-VI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris angelica,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris decipiens,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris decora,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris pedata,PR-VI,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris subdecipiens,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryopteris takeuchii,HI,AL,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
